  UID   PID  PPID   C STIME   TTY           TIME CMD
  501  1259     1   0  6 925  ??         1:23.45 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
  501  1260     1   0  6 925  ??         0:52.13 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
    0  1261     1   0  6 925  ??         0:03.86 /usr/libexec/mobileactivationd
  501  1262     1   0  6 925  ??         1:42.13 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
  501  1263     1   0  6 925  ??         0:05.63 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
  501  1264     1   0  6 925  ??         0:00.17 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
  501  1265     1   0  6 925  ??         0:03.33 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
  501  1266     1   0  6 925  ??         0:14.52 /System/Library/CoreServices/ReportCrash agent
  501  1267     1   0  6 925  ??         0:01.54 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
  501  1268     1   0  6 925  ??         0:11.92 /System/Library/CoreServices/ScopedBookmarkAgent
    0  1269     1   0  6 925  ??         0:42.43 /usr/sbin/filecoordinationd
  501  1271     1   0  6 925  ??         0:00.42 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  501  1272     1   0  6 925  ??         0:40.30 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
  501  1273     1   0  6 925  ??         0:34.23 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
  501  1274     1   0  6 925  ??         0:08.75 /usr/libexec/avconferenced
    0  1275     1   0  6 925  ??         0:17.92 /System/Library/PrivateFrameworks/TVIdleServices.framework/idleassetsd
  501  1277     1   0  6 925  ??         0:01.51 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
  501  1278     1   0  6 925  ??         0:04.32 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
  501  1280     1   0  6 925  ??         0:00.20 /System/Library/Frameworks/Security.framework/Versions/A/Resources/CloudKeychainProxy.bundle/Contents/MacOS/CloudKeychainProxy
  501  1281     1   0  6 925  ??         0:20.78 /usr/libexec/bluetoothuserd
  268  1283     1   0  6 925  ??        11:57.47 /usr/libexec/nearbyd
  501  1284     1   0  6 925  ??         0:01.15 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
  501  1286     1   0  6 925  ??         0:07.17 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
  265  1288     1   0  6 925  ??         0:14.57 /System/Library/PrivateFrameworks/CoreADI.framework/adid
  501  1289     1   0  6 925  ??         0:00.78 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  501  1290     1   0  6 925  ??         0:17.07 /System/Library/CoreServices/iconservicesagent
  501  1291     1   0  6 925  ??         0:41.43 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  501  1292     1   0  6 925  ??         2:37.58 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  501  1293     1   0  6 925  ??         0:02.36 /System/Library/PrivateFrameworks/CloudServices.framework/Helpers/com.apple.sbd
    0  1294     1   0  6 925  ??         0:03.59 /usr/libexec/findmydeviced
  501  1295     1   0  6 925  ??         0:00.75 /usr/libexec/findmydevice-user-agent
  501  1299     1   0  6 925  ??         0:00.14 /System/Library/PrivateFrameworks/CloudPhotoServices.framework/Versions/A/XPCServices/com.apple.CloudPhotosConfiguration.xpc/Contents/MacOS/com.apple.CloudPhotosConfiguration
  501  1301     1   0  6 925  ??         0:01.05 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1305     1   0  6 925  ??         0:12.61 cloudphotod
  501  1307     1   0  6 925  ??         1:03.77 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
  501  1312     1   0  6 925  ??         0:04.57 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  235  1314     1   0  6 925  ??         0:00.21 /usr/libexec/AssetCache/AssetCache
    0  1323     1   0  6 925  ??         1:53.48 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANECompilerService.xpc/Contents/MacOS/ANECompilerService
  501  1328     1   0  6 925  ??         0:00.26 /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
  501  1338     1   0  6 925  ??         0:04.53 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
  501  1342     1   0  6 925  ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1351     1   0  6 925  ??         0:05.72 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
  501  1355     1   0  6 925  ??         0:18.01 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  501  1357     1   0  6 925  ??         0:45.34 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
  501  1364     1   0  6 925  ??         0:02.44 /System/Library/PrivateFrameworks/SiriSuggestionsSupport.framework/Versions/A/XPCServices/SiriSuggestionsBookkeepingService.xpc/Contents/MacOS/SiriSuggestionsBookkeepingService
  501  1367     1   0  6 925  ??         0:37.77 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
    0  1371     1   0  6 925  ??         0:03.57 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
  501  1373     1   0  6 925  ??         5:28.71 /System/Library/Input Methods/KoreanIM.app/Contents/PlugIns/KIM_Extension.appex/Contents/MacOS/KIM_Extension -AppleLanguages ("en-KR", "ko-KR")
  501  1376     1   0  6 925  ??         3:59.84 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
  501  1380     1   0  6 925  ??         0:01.69 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
  501  1381     1   0  6 925  ??         0:01.35 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
  501  1382     1   0  6 925  ??         0:07.84 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501  1383     1   0  6 925  ??         0:06.67 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
  501  1384     1   0  6 925  ??         0:51.29 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension
  501  1385     1   0  6 925  ??         0:30.43 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
  501  1390     1   0  6 925  ??         0:08.97 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
  501  1391     1   0  6 925  ??         0:12.62 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
    0  1392     1   0  6 925  ??         0:11.13 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
  260  1393     1   0  6 925  ??         0:05.31 /usr/libexec/nfcd
  260  1397     1   0  6 925  ??         0:12.18 /usr/sbin/distnoted agent
  501  1399     1   0  6 925  ??         0:34.04 /usr/libexec/MTLAssetUpgraderD
  501  1400     1   0  6 925  ??         0:01.32 /System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
  501  1401     1   0  6 925  ??         0:08.07 /usr/libexec/swtransparencyd
  501  1404     1   0  6 925  ??         0:00.32 /System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget
  501  1405     1   0  6 925  ??         0:00.06 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetPeople.appex/Contents/MacOS/FindMyWidgetPeople
  247  1408     1   0  6 925  ??         0:11.92 /usr/sbin/distnoted agent
  501  1409     1   0  6 925  ??         0:00.52 /System/Applications/Home.app/Contents/PlugIns/HomeEnergyWidgetsExtension.appex/Contents/MacOS/HomeEnergyWidgetsExtension
  501  1410     1   0  6 925  ??         0:00.12 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget
  501  1412     1   0  6 925  ??         0:30.02 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  501  1413     1   0  6 925  ??         0:00.43 /System/Library/CoreServices/PeopleViewService.app/Contents/PlugIns/PeopleWidget_macOSExtension.appex/Contents/MacOS/PeopleWidget_macOSExtension
  501  1415     1   0  6 925  ??         0:00.33 /usr/libexec/seserviced
  501  1416     1   0  6 925  ??         0:02.81 /usr/libexec/keyboardservicesd
  501  1417     1   0  6 925  ??         0:00.89 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget
  501  1418     1   0  6 925  ??         0:21.02 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
  501  1421     1   0  6 925  ??         0:00.57 /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
  501  1423     1   0  6 925  ??         4:18.39 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
  501  1424     1   0  6 925  ??        15:42.01 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
  501  1425     1   0  6 925  ??         0:13.79 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
  501  1426     1   0  6 925  ??        13:53.70 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
  501  1429     1   0  6 925  ??         0:40.19 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501  1430     1   0  6 925  ??         0:39.31 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
    0  1432     1   0  6 925  ??         0:00.10 automountd
  501  1433     1   0  6 925  ??         0:02.24 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent --launchd
  501  1434     1   0  6 925  ??         0:20.06 /System/Library/ExtensionKit/Extensions/WallpaperDynamicExtension.appex/Contents/MacOS/WallpaperDynamicExtension
  501  1435     1   0  6 925  ??         0:01.90 /usr/libexec/intelligentroutingd
  501  1436     1   0  6 925  ??         0:11.28 /usr/libexec/replayd
  501  1437     1   0  6 925  ??         0:00.26 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  501  1441     1   0  6 925  ??         0:04.91 /usr/libexec/milod
  501  1443     1   0  6 925  ??         0:00.52 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  235  1446     1   0  6 925  ??         0:03.14 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -d
  501  1447     1   0  6 925  ??         0:19.41 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
  501  1448     1   0  6 925  ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1449     1   0  6 925  ??         0:00.44 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  1450     1   0  6 925  ??         0:00.20 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  1453     1   0  6 925  ??         0:45.27 /System/Library/PrivateFrameworks/HearingCore.framework/heard
  501  1454     1   0  6 925  ??         0:18.45 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
  501  1460     1   0  6 925  ??         0:00.65 /System/Library/Image Capture/Support/icdd
  501  1461     1   0  6 925  ??         0:09.48 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
  501  1463     1   0  6 925  ??         0:07.23 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
  501  1465     1   0  6 925  ??         0:15.64 /System/Library/CoreServices/diagnostics_agent
  501  1466     1   0  6 925  ??         1:00.65 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
  501  1468     1   0  6 925  ??         0:00.14 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
  501  1471     1   0  6 925  ??         4:19.33 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  501  1472     1   0  6 925  ??         0:15.00 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  501  1473     1   0  6 925  ??         0:15.88 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
  501  1475     1   0  6 925  ??         0:00.08 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1477     1   0  6 925  ??         0:08.63 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
  501  1478     1   0  6 925  ??         3:32.22 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
  501  1479     1   0  6 925  ??         0:02.31 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  501  1480     1   0  6 925  ??         0:05.85 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
  501  1489     1   0  6 925  ??         0:00.04 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1490     1   0  6 925  ??         0:10.65 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider
  501  1491     1   0  6 925  ??         0:08.91 /System/Library/Frameworks/CoreGraphics.framework/Versions/A/XPCServices/CGPDFService.xpc/Contents/MacOS/CGPDFService
  501  1492     1   0  6 925  ??        70:17.77 /Applications/TerutenMacWebServer.app/Contents/MacOS/TerutenMacWebServer
  501  1493     1   0  6 925  ??         0:02.04 /System/Library/PrivateFrameworks/FileProviderDaemon.framework/XPCServices/AppStoreService.xpc/Contents/MacOS/AppStoreService
  501  1495     1   0  6 925  ??         0:15.37 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
    0  1496     1   0  6 925  ??         3:04.32 /usr/libexec/gamepolicyd
    0  1502     1   0  6 925  ??         0:04.57 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
  501  1503  1492   0  6 925  ??        35:28.39 /Users/leeluna0476/Library/Internet Plug-Ins/WebServerWatch.app/Contents/MacOS/WebServerWatch
  501  1507     1   0  6 925  ??         0:44.62 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
  501  1508     1   0  6 925  ??         0:00.11 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
    0  1509     1   0  6 925  ??         0:02.12 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
    0  1519     1   0  6 925  ??         0:21.65 /usr/libexec/wifivelocityd
  501  1552     1   0  6 925  ??         0:00.02 /System/Applications/Tips.app/Contents/PlugIns/TipsWidgetExtension.appex/Contents/MacOS/TipsWidgetExtension
  501  1553     1   0  6 925  ??         0:16.16 /usr/libexec/gamecontrolleragentd
  501  1576     1   0  6 925  ??         0:05.19 /usr/libexec/promotedcontentd
  501  1577     1   0 화06AM ??         0:00.12 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  1601     1   0  6 925  ??         0:00.82 /System/Library/PrivateFrameworks/CSExattrCrypto.framework/Versions/A/XPCServices/CSExattrCryptoService.xpc/Contents/MacOS/CSExattrCryptoService
  501  1611     1   0  6 925  ??         0:00.08 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1613     1   0  6 925  ??         0:00.63 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
  501  1615     1   0  6 925  ??         0:30.74 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
  501  1617     1   0  6 925  ??         0:23.49 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension -AppleLanguages ("en-KR", "ko-KR")
  501  1618     1   0  6 925  ??         0:44.88 /System/Library/PrivateFrameworks/AutoFillUI.framework/Contents/AutoFillPanelService.app/Contents/MacOS/AutoFillPanelService
  501  1619     1   0  6 925  ??         0:00.36 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  501  1621     1   0  6 925  ??         0:00.07 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  501  1623     1   0  6 925  ??         0:00.22 /System/Library/PrivateFrameworks/StocksKit.framework/XPCServices/StocksKitService.xpc/Contents/MacOS/StocksKitService
  501  1630     1   0  6 925  ??         0:09.92 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -u
  501  1631     1   0  6 925  ??         0:11.65 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
  501  1635     1   0  6 925  ??         0:00.14 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
  501  1644     1   0  6 925  ??         0:14.31 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistorySyncHelper
  501  1646     1   0  6 925  ??         0:06.84 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  501  1648     1   0  6 925  ??         0:01.19 /System/Library/PrivateFrameworks/IntelligencePlatformCore.framework/Versions/A/intelligenceplatformd
  501  1650     1   0  6 925  ??         0:14.56 /usr/libexec/SidecarRelay
  501  1651     1   0  6 925  ??         8:50.24 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
  501  1652     1   0  6 925  ??         0:01.62 /usr/sbin/BTLEServerAgent
  501  1653     1   0  6 925  ??         0:00.08 /System/Library/PrivateFrameworks/CoreThreadCommissionerService.framework/CoreThreadCommissionerServiced
  501  1654     1   0  6 925  ??         0:00.05 /System/Applications/System Settings.app/Contents/PlugIns/csimporter.appex/Contents/MacOS/csimporter -AppleLanguages ("en-KR", "ko-KR")
  501  1659     1   0  6 925  ??         0:17.03 /System/Library/CoreServices/appplaceholdersyncd
  501  1661     1   0  6 925  ??         0:02.94 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501  1662     1   0  6 925  ??         0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  1665     1   0  6 925  ??         0:11.16 /usr/libexec/inputanalyticsd
    0  1667     1   0  6 925  ??         0:02.66 /usr/libexec/triald_system
  501  1668     1   0  6 925  ??         0:00.04 /System/Library/PrivateFrameworks/TextToSpeechKonaSupport.framework/Versions/A/PlugIns/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer -AppleLanguages ("en-KR", "ko-KR")
  501  1669     1   0  6 925  ??         0:00.06 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_arm64.appex/Contents/MacOS/WardaSynthesizer_arm64 -AppleLanguages ("en-KR", "ko-KR")
  501  1670     1   0  6 925  ??         0:00.09 /System/Library/PrivateFrameworks/TextToSpeechMauiSupport.framework/Versions/A/PlugIns/MauiAUSP.appex/Contents/MacOS/MauiAUSP -AppleLanguages ("en-KR", "ko-KR")
  501  1671     1   0  6 925  ??         0:00.02 /System/Library/PrivateFrameworks/TextToSpeech.framework/PlugIns/SiriAUSP.appex/Contents/MacOS/SiriAUSP -AppleLanguages ("en-KR", "ko-KR")
  501  1672     1   0  6 925  ??         0:00.05 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP -AppleLanguages ("en-KR", "ko-KR")
  501  1673     1   0  6 925  ??         0:00.23 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_x86_64.appex/Contents/MacOS/WardaSynthesizer_x86_64 -AppleLanguages ("en-KR", "ko-KR")
  501  1685     1   0  6 925  ??         0:00.12 /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
  501  1686     1   0  6 925  ??         0:03.81 /System/Library/PrivateFrameworks/StreamingZip.framework/Versions/A/XPCServices/com.apple.StreamingUnzipService.xpc/Contents/MacOS/com.apple.StreamingUnzipService
  501  1693     1   0  6 925  ??         0:00.07 /System/Applications/Calendar.app/Contents/Extensions/CalendarIntentsExtension.appex/Contents/MacOS/CalendarIntentsExtension
  501  1694     1   0  6 925  ??         0:00.09 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/Extensions/SafariLinkExtension.appex/Contents/MacOS/SafariLinkExtension
  501  1695     1   0  6 925  ??         0:00.07 /System/Applications/Messages.app/Contents/Extensions/MessagesActionExtension.appex/Contents/MacOS/MessagesActionExtension
    0  1701     1   0  6 925  ??         0:00.04 /System/Library/CoreServices/CrashReporterSupportHelper server-init
    0  1734     1   0  6 925  ??         0:03.67 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  501  1738     1   0  6 925  ??         0:02.81 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
  501  1741     1   0  6 925  ??         0:27.81 /usr/libexec/tipsd
  501  1743     1   0  6 925  ??         9:10.33 /System/Library/Frameworks/Contacts.framework/Support/contactsd
  501  1750     1   0  6 925  ??         0:04.45 /usr/libexec/adprivacyd
  501  1751     1   0  6 925  ??         0:00.45 /System/Library/PrivateFrameworks/WeatherDaemon.framework/weatherd
  277  1752     1   0  6 925  ??         0:00.16 /System/Library/PrivateFrameworks/RemoteManagement.framework/remotemanagementd
  501  1753     1   0  6 925  ??         0:10.69 /System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd
  277  1755     1   0  6 925  ??         0:11.95 /usr/sbin/distnoted agent
  501  1756     1   0  6 925  ??         0:01.79 /System/Cryptexes/App/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariBookmarksSyncAgent
  501  1759     1   0  6 925  ??         0:16.93 /System/Library/PrivateFrameworks/People.framework/peopled
  501  1760     1   0  6 925  ??         0:30.56 /usr/libexec/proactived
  501  1822     1   0  6 925  ??         0:00.52 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -x
    0  1969     1   0  6 925  ??         0:00.39 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectUpdateService.xpc/Contents/MacOS/XProtectUpdateService
    0  1972     1   0  6 925  ??         0:00.15 /usr/libexec/tzd
  501  1984     1   0  6 925  ??         0:02.60 /System/Library/PrivateFrameworks/GeoAnalytics.framework/geoanalyticsd
  501  1985     1   0  6 925  ??         0:13.21 /usr/libexec/mlhostd
  501  1986     1   0  6 925  ??         0:01.24 /usr/libexec/locationaccessstored
  501  1988     1   0  6 925  ??         0:16.01 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
    0  2007     1   0  6 925  ??         0:00.18 /usr/libexec/ASPCarryLog
    0  2013     1   0  6 925  ??         0:01.11 /usr/libexec/mmaintenanced
  501  2026     1   0  6 925  ??         0:03.49 /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
  501  2034     1   0  6 925  ??         0:28.23 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
  501  2043     1   0  6 925  ??         0:08.75 /System/Cryptexes/App/usr/libexec/AuthenticationServicesAgent
  501  2044     1   0  6 925  ??         0:00.48 /usr/libexec/keychainsharingmessagingd
  501  2045     1   0  6 925  ??         0:00.39 /System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert
  501  2051     1   0  6 925  ??         0:00.12 /usr/libexec/betaenrollmentagent
    0  2052     1   0  6 925  ??         0:00.06 /usr/libexec/betaenrollmentd
  501  2059     1   0  6 925  ??         0:10.20 /usr/libexec/naturallanguaged
  294  2061     1   0  6 925  ??         0:06.63 /usr/libexec/audiomxd
  501  2066     1   0  6 925  ??         0:08.73 /System/Library/CoreServices/OSDUIHelper.app/Contents/MacOS/OSDUIHelper
  501  2096     1   0  6 925  ??         0:08.41 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
    0  2101     1   0  6 925  ??         0:00.28 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
  501  2102     1   0  6 925  ??         0:00.10 /usr/libexec/metrickitd
  501  2103     1   0  6 925  ??         0:02.35 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
  265  2110     1   0  6 925  ??         0:00.19 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
  501  2169     1   0  6 925  ??         0:04.59 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501  2170     1   0  6 925  ??         0:03.78 /System/Library/ExtensionKit/Extensions/ImageThumbnailExtension.appex/Contents/MacOS/ImageThumbnailExtension
  501  2273     1   0  6 925  ??         0:00.25 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
  501  2432     1   0  6 925  ??         0:09.66 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/PlugIns/QLPreviewGenerationExtension.appex/Contents/MacOS/QLPreviewGenerationExtension -AppleLanguages ("en-KR", "ko-KR")
  501  2436     1   0  6 925  ??         0:06.89 /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
  501  2489     1   0 화08AM ??         0:04.54 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
